,Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels],Part_ID,Num_voids,Curvature Mean,Max Void Perimeter,Max Void Area
27,img07.bmp,bottom_right,part,0,37702,4029.306,0.135,-1.123,0.752,0.735,278.19,275.65,219.097,27,41,0.005813762115054282,113.397,676.0
28,img08.bmp,top_left,part,0,36573,4170.845,0.117,-0.669,0.736,0.722,278.836,276.906,215.792,28,41,0.005634098418798109,117.397,656.0
29,img08.bmp,bottom_left,part,0,37306,4236.644,0.159,-1.111,0.738,0.721,281.087,277.529,217.944,29,42,0.006632063427736054,118.811,668.0
30,img08.bmp,top_right,part,0,37759,4202.661,0.106,-1.513,0.753,0.736,277.623,276.052,219.263,30,47,0.006156566034027719,111.74,651.0
31,img08.bmp,bottom_right,part,0,37166,4228.946,0.136,-0.76,0.74,0.724,279.791,277.182,217.534,31,45,0.006040399531892938,113.74,673.0
32,img09.bmp,top_left,part,0,37866,4111.365,0.111,-0.751,0.751,0.735,278.515,276.802,219.573,32,42,0.006372332426420641,112.326,616.0
33,img09.bmp,bottom_left,part,0,37948,4244.514,0.123,-1.036,0.747,0.73,280.024,277.904,219.811,33,41,0.005593369996493544,116.326,646.0
34,img09.bmp,top_right,part,0,37195,4164.07,0.083,-1.463,0.746,0.728,276.729,275.768,217.619,34,47,0.006675931284756118,112.912,664.0
35,img09.bmp,bottom_right,part,0,37595,4038.436,0.145,-1.131,0.75,0.733,278.918,275.988,218.786,35,41,0.005972067083987526,110.326,678.0
36,img10.bmp,top_left,part,0,36493,4336.1,0.12,-0.562,0.725,0.708,280.687,278.649,215.556,36,44,0.007538229894786413,118.569,670.0
37,img10.bmp,bottom_left,part,0,36115,4378.568,0.131,-0.348,0.719,0.704,280.931,278.501,214.437,37,41,0.0058002629670811925,121.154,692.0
38,img10.bmp,top_right,part,0,36679,4381.455,0.076,-1.521,0.736,0.718,277.73,276.918,216.104,38,47,0.00504556366941913,117.983,655.0
39,img10.bmp,bottom_right,part,0,36195,4422.846,0.131,-0.625,0.722,0.706,280.771,278.356,214.674,39,47,0.006575874238684859,117.74,721.0
40,img11.bmp,top_left,part,0,37783,4118.738,0.13,-1.0,0.747,0.73,279.521,277.157,219.333,40,41,0.005771684222786099,114.083,639.0
41,img11.bmp,bottom_left,part,0,37865,4290.97,0.099,-0.859,0.743,0.725,280.754,279.376,219.571,41,42,0.006958410142952174,118.811,665.0
42,img11.bmp,top_right,part,0,37577,4254.343,0.284,0.959,0.74,0.713,283.314,271.65,218.734,42,46,0.006473739991250089,117.397,677.0
43,img11.bmp,bottom_right,part,0,37297,4199.507,0.121,-0.977,0.745,0.727,278.818,276.758,217.917,43,44,0.0057996681462905144,114.083,682.0
44,img12.bmp,top_left,part,0,38275,4165.147,0.203,0.875,0.755,0.73,280.865,274.997,220.756,44,43,0.004204978130628599,119.397,638.0
45,img12.bmp,bottom_left,part,0,38017,4216.46,0.114,-0.557,0.748,0.731,280.425,278.583,220.011,45,42,0.005943251320011712,118.912,661.0
46,img12.bmp,top_right,part,0,37156,4268.46,0.123,-1.536,0.74,0.724,279.335,277.204,217.505,46,47,0.006390314760265903,112.912,678.0
47,img12.bmp,bottom_right,part,0,37657,4179.531,0.147,-1.071,0.747,0.731,280.111,277.072,218.967,47,44,0.006676811584516468,114.569,686.0
48,img13.bmp,top_left,part,0,36243,4331.916,0.107,-0.664,0.722,0.706,281.096,279.484,214.816,48,43,0.00612960636987877,119.983,690.0
49,img13.bmp,bottom_left,part,0,36711,4394.485,0.123,-0.463,0.725,0.706,281.754,279.621,216.199,49,44,0.006603628779867063,121.154,681.0
50,img13.bmp,top_right,part,0,36727,4439.338,0.08,0.473,0.735,0.716,278.125,277.241,216.246,50,47,0.005661581825719075,114.326,673.0
51,img13.bmp,bottom_right,part,0,37566,4306.887,0.136,-0.773,0.737,0.719,280.688,278.097,218.702,51,43,0.005250649216734426,114.326,721.0
52,img14.bmp,top_left,part,0,37787,4166.478,0.129,-1.131,0.747,0.73,279.787,277.457,219.344,52,43,0.005428550028334871,114.083,630.0
53,img14.bmp,bottom_left,part,0,37765,4241.23,0.106,-1.07,0.741,0.723,280.891,279.294,219.28,53,43,0.00505936799649395,118.811,667.0
54,img14.bmp,top_right,part,0,37184,4277.431,0.094,-1.389,0.743,0.725,278.15,276.928,217.587,54,47,0.004687666495009767,114.569,667.0
55,img14.bmp,bottom_right,part,0,36814,4278.343,0.141,-0.797,0.731,0.714,280.608,277.799,216.502,55,44,0.005851808053107441,117.154,708.0
56,img15.bmp,top_left,part,0,36514,4285.224,0.111,-0.607,0.726,0.709,280.46,278.712,215.618,56,44,0.005359401961008684,118.326,676.0
57,img15.bmp,bottom_left,part,0,36865,4297.071,0.24,-1.038,0.72,0.703,285.173,276.817,216.652,57,42,0.005907620316894136,121.397,691.0
58,img15.bmp,top_right,part,0,37330,4382.159,0.145,-0.203,0.738,0.721,280.895,277.919,218.014,58,47,0.00526333194431108,119.74,689.0
59,img15.bmp,bottom_right,part,0,35787,4469.284,0.135,-0.695,0.715,0.698,281.457,278.863,213.461,59,47,0.0065050336756862824,120.225,725.0
60,img16.bmp,top_left,part,0,38171,4188.804,0.116,-0.852,0.753,0.734,279.285,277.406,220.456,60,43,0.0053026171535982694,117.74,643.0
61,img16.bmp,bottom_left,part,0,38324,4134.608,0.116,-1.155,0.761,0.747,278.509,276.637,220.897,61,44,0.006188157672746509,116.569,627.0
62,img16.bmp,top_right,part,0,37180,4231.348,0.119,-1.423,0.746,0.728,277.816,275.854,217.575,62,46,0.005902326789756124,115.154,670.0
63,img16.bmp,bottom_right,part,0,38193,4201.33,0.142,-0.989,0.754,0.735,279.351,276.536,220.519,63,45,0.006463586931643889,113.154,666.0
64,img17.bmp,top_left,part,0,37686,4141.407,0.126,-0.851,0.746,0.728,279.568,277.332,219.051,64,42,0.005918507666255124,117.154,661.0
65,img17.bmp,bottom_left,part,0,36206,4365.935,0.125,-0.714,0.719,0.703,281.945,279.729,214.707,65,43,0.005923119972263487,122.569,713.0
66,img17.bmp,top_right,part,0,36857,4325.313,0.109,-1.447,0.733,0.715,279.606,277.947,216.628,66,46,0.006461037061144074,115.74,681.0
67,img17.bmp,bottom_right,part,0,37502,4249.023,0.162,-1.116,0.742,0.725,280.819,277.131,218.516,67,46,0.005518554488988905,115.154,696.0
68,img18.bmp,top_left,part,0,36435,4324.117,0.093,-0.741,0.725,0.707,280.467,279.243,215.384,68,43,0.0063409210940502635,120.569,694.0
69,img18.bmp,bottom_left,part,0,36769,4336.301,0.116,-0.834,0.729,0.714,280.988,279.093,216.369,69,42,0.005170983883107944,116.912,664.0
70,img18.bmp,top_right,part,0,37533,4287.732,0.126,-1.355,0.743,0.725,280.064,277.83,218.606,70,48,0.005778654855905405,114.912,634.0
71,img18.bmp,bottom_right,part,0,37205,4331.485,0.157,-0.431,0.739,0.722,280.727,277.249,217.649,71,47,0.0068075509548604154,114.569,688.0
72,img19.bmp,top_left,part,0,36962,4155.975,0.148,-1.017,0.732,0.717,282.06,278.961,216.937,72,39,0.004987384495182253,155.231,1055.0
73,img19.bmp,bottom_left,part,0,37373,4193.992,0.116,-0.737,0.743,0.728,279.551,277.671,218.139,73,41,0.005774227941607987,114.326,643.0
74,img19.bmp,top_right,part,0,38035,4253.431,0.033,-0.546,0.758,0.741,276.631,276.484,220.063,74,47,0.005799668146290515,111.74,617.0
75,img19.bmp,bottom_right,part,0,37250,4252.213,0.14,-0.681,0.74,0.723,280.239,277.475,217.78,75,46,0.005454870270896495,114.569,686.0
76,img20.bmp,top_left,part,0,36566,4283.389,0.106,-0.767,0.726,0.71,280.718,279.126,215.771,76,43,0.007080036582417835,118.569,682.0
77,img20.bmp,bottom_left,part,0,36601,4248.538,0.087,-0.204,0.717,0.701,284.195,283.109,215.875,77,42,0.0060513536306366295,157.296,1696.0
78,img20.bmp,top_right,part,0,36445,4310.502,0.08,-0.191,0.722,0.704,281.69,280.781,215.414,78,43,0.0064610370611440735,336.534,2404.0
79,img20.bmp,bottom_right,part,0,35793,4432.526,0.129,-0.444,0.716,0.698,281.256,278.894,213.478,79,46,0.0016270859443034244,118.569,733.0
